keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
hopeful_nash: CPU: 1584.09%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1582.76%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1579.96%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1580.04%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1571.05%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1534.56%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1581.50%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1579.07%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.27%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1591.93%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1488.38%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1535.27%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1578.47%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1585.22%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1561.79%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1514.04%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1583.33%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1580.41%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.60%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1523.63%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1549.41%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1572.16%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1582.55%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1537.21%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1515.65%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.31%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.91%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1577.39%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1558.66%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1588.10%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1587.54%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1578.83%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1509.71%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1587.21%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1518.55%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1539.44%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1581.28%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1578.47%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1576.37%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1556.06%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1520.48%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1548.74%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1581.08%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1588.44%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1486.95%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1578.41%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.30%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.43%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1588.55%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1545.15%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1582.83%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1553.77%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1546.61%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.55%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1523.81%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1552.94%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1588.93%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.65%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1579.49%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1562.42%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1547.56%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1529.53%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1585.03%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1537.87%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1513.69%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1539.58%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1490.81%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1550.40%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1546.38%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.50%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1584.48%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1583.06%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1579.21%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1551.00%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1550.14%, Memory: 12GiB / 251.5GiB
hopeful_nash: CPU: 1527.43%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1547.33%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1517.23%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1581.18%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1534.61%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1543.27%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1583.28%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1584.40%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1532.20%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1556.71%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1585.41%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1523.11%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1575.77%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1481.09%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1514.32%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1554.79%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1565.71%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1558.41%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1581.83%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1584.74%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1557.34%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1557.17%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1561.21%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1563.30%, Memory: 12.02GiB / 251.5GiB
hopeful_nash: CPU: 100.05%, Memory: 12.01GiB / 251.5GiB
hopeful_nash: CPU: 1237.73%, Memory: 12.15GiB / 251.5GiB
hopeful_nash: CPU: 888.23%, Memory: 12.55GiB / 251.5GiB
hopeful_nash: CPU: 832.30%, Memory: 12.55GiB / 251.5GiB
hopeful_nash: CPU: 100.52%, Memory: 13.5GiB / 251.5GiB
hopeful_nash: CPU: 1287.31%, Memory: 14.1GiB / 251.5GiB
hopeful_nash: CPU: 100.56%, Memory: 14.1GiB / 251.5GiB
hopeful_nash: CPU: 1332.93%, Memory: 14.1GiB / 251.5GiB
hopeful_nash: CPU: 101.78%, Memory: 17.09GiB / 251.5GiB
hopeful_nash: CPU: 101.65%, Memory: 17.43GiB / 251.5GiB
hopeful_nash: CPU: 100.27%, Memory: 17.99GiB / 251.5GiB
hopeful_nash: CPU: 99.38%, Memory: 17.99GiB / 251.5GiB
hopeful_nash: CPU: 100.94%, Memory: 19.98GiB / 251.5GiB
hopeful_nash: CPU: 1552.25%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1500.06%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1527.99%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1582.84%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1584.73%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1462.46%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1558.89%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1580.82%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 100.84%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.21%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1585.23%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1579.95%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1581.79%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.95%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1585.53%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1584.60%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1497.28%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1496.12%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1493.33%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1573.23%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1587.55%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1521.09%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1510.65%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1527.95%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1582.65%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1549.59%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1526.84%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1539.78%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1584.46%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.44%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1579.39%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1578.37%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1580.08%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1578.24%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1551.16%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.11%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1552.40%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1558.82%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1576.17%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1596.24%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1575.72%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1548.73%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.09%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1581.21%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1578.06%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.71%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1583.25%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1581.61%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1532.01%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1506.14%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1489.49%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1504.40%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1524.00%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1580.98%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1556.97%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1561.79%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1500.00%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1544.92%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1499.66%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1525.21%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1509.47%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1579.49%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1580.22%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1564.01%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1582.14%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1587.18%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1584.14%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1578.97%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1559.01%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1503.33%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1526.75%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1553.41%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1539.88%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1586.36%, Memory: 20.04GiB / 251.5GiB
hopeful_nash: CPU: 1181.69%, Memory: 10.04GiB / 251.5GiB
hopeful_nash: CPU: 1586.74%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1565.11%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1550.55%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1568.17%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1579.21%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1581.58%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1555.92%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1542.31%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1554.74%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1565.90%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1520.03%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1554.92%, Memory: 12.09GiB / 251.5GiB
hopeful_nash: CPU: 1582.63%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1583.65%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1548.64%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1530.62%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1509.56%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1510.24%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1526.70%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1537.26%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1566.35%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1564.67%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1577.59%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 1578.90%, Memory: 9.107GiB / 251.5GiB
hopeful_nash: CPU: 99.95%, Memory: 14.96GiB / 251.5GiB
nice_jemison2: CPU: 102.04%, Memory: 1.603GiB / 251.5GiB
nice_jemison2: CPU: 100.15%, Memory: 4.503GiB / 251.5GiB
nice_jemison2: CPU: 99.31%, Memory: 4.792GiB / 251.5GiB
nice_jemison2: CPU: 101.91%, Memory: 4.665GiB / 251.5GiB
nice_jemison2: CPU: 101.67%, Memory: 11.97GiB / 251.5GiB
nice_jemison2: CPU: 1570.25%, Memory: 11.98GiB / 251.5GiB
nice_jemison2: CPU: 1552.63%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1534.96%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1519.84%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1581.24%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1526.34%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1552.60%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1510.53%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1518.45%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.34%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1508.39%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1497.10%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.79%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.05%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1489.30%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1501.41%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1488.37%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1517.27%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1513.06%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1525.81%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1520.13%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.09%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1493.46%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1492.87%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1511.17%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1513.85%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.22%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.57%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1495.95%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1506.49%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1489.65%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1504.35%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1519.37%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1504.72%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1532.43%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1536.15%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1514.12%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1534.09%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1515.61%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1536.28%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1519.43%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.10%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1489.21%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1504.49%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1501.55%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1548.96%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.30%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1502.70%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1502.11%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1497.13%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1515.53%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1550.41%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1546.76%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1513.13%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1496.68%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1522.96%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1515.02%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1521.35%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1520.60%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1488.05%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1505.88%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1520.78%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.22%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1506.68%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1520.99%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1527.09%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1491.91%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1488.76%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1496.40%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1512.23%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1554.71%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1544.22%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1503.14%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1505.33%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1506.67%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1581.44%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1581.38%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.91%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1504.48%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1501.46%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1522.57%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1491.22%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1530.34%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.85%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.04%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1515.15%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1550.34%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1514.54%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1513.08%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1515.00%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1493.49%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.61%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1494.81%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1509.84%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.41%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1496.47%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1533.40%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1517.54%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1503.38%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.40%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1497.74%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1511.45%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1505.56%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1496.25%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1504.21%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1490.46%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1524.52%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1582.37%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1584.86%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1521.07%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1492.56%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1499.09%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1491.36%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1493.00%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1538.65%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1490.84%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1494.61%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1533.94%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1491.78%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1494.92%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1491.38%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1545.22%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1500.45%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1501.53%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1493.53%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1488.74%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1541.27%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.71%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1503.33%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1505.29%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1516.17%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1490.04%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1509.51%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1493.04%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.02%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1496.64%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1498.75%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1488.92%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1503.80%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1527.37%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1521.60%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1502.83%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1551.42%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1501.00%, Memory: 11.99GiB / 251.5GiB
nice_jemison2: CPU: 1495.79%, Memory: 11.99GiB / 251.5GiB
