jovial_villani: CPU: 159.52%, Memory: 1.496GiB / 251.5GiB
sleepy_mayer: CPU: 1486.62%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1534.82%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1441.59%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1436.50%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1525.26%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1512.79%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1462.00%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1459.77%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1482.31%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.99%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1505.00%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1478.38%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1301.71%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1400.77%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1468.67%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1425.35%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1436.98%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1501.32%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1474.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1407.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1469.22%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1473.25%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1435.53%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1435.43%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1386.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1461.25%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1408.67%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1496.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.35%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1440.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1515.25%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1545.16%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1429.93%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1484.70%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1509.49%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1456.93%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1487.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1453.16%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1423.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1449.20%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1355.39%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1462.41%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1522.12%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1472.54%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1527.91%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1309.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1457.48%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1363.66%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1504.06%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1488.93%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1468.79%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1506.46%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1352.86%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1556.10%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1523.44%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1495.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1526.07%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1499.31%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1476.70%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1521.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1547.03%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1502.06%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1446.19%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1446.27%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1420.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1340.92%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1479.29%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1459.01%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.92%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1401.08%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1428.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1472.54%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1416.97%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1454.83%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1461.78%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1500.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1476.97%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1475.65%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1449.53%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1402.20%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1480.79%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1440.14%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1455.34%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1442.48%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1475.56%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1527.87%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1463.77%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1478.76%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1431.83%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1453.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1455.85%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1456.19%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1403.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1511.37%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1432.45%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1384.39%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1450.61%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1413.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1385.98%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1381.80%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1456.08%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1545.09%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1561.51%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1465.56%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1378.36%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1510.60%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1470.70%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1454.33%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1461.59%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1568.76%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1472.65%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1488.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1515.57%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1480.62%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1476.55%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1488.59%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1441.34%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1408.35%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1475.61%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1440.74%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1523.68%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1531.70%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1418.06%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.32%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1511.16%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1511.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1509.74%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1443.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1501.84%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1512.75%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1491.14%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1393.62%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1490.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1448.21%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1430.87%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1495.30%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1526.52%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1494.90%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1492.75%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1435.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1516.28%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1511.46%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1514.78%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1490.03%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1531.34%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1340.79%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1415.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1480.54%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1442.00%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1413.66%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1494.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1361.80%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1397.21%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1418.35%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1427.58%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1475.33%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1528.03%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1456.77%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1496.04%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1271.60%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1471.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1503.08%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1513.39%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1290.39%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1208.26%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1417.80%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1397.27%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1442.04%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1501.98%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1461.55%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1520.22%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1498.08%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1448.87%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1446.17%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1466.59%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1434.57%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1384.69%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1530.08%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1493.50%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1501.48%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1505.02%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1416.79%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1483.07%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1372.91%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1492.82%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1514.02%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1463.81%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1470.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1518.89%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1461.64%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1449.23%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1504.58%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1538.11%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1569.31%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1507.92%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1474.83%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1527.71%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1560.63%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1516.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1488.19%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1459.24%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1470.83%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1483.25%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1506.09%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1532.33%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1498.73%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1455.42%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1512.40%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1480.38%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1480.74%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1507.95%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1500.86%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1536.17%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1489.91%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1494.94%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1520.20%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1496.07%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1501.62%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1449.09%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1561.71%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1448.29%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1515.53%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1464.44%, Memory: 1.497GiB / 251.5GiB
sleepy_mayer: CPU: 1551.19%, Memory: 2.281GiB / 251.5GiB
trusting_lederberg: CPU: 134.19%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 100.75%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 101.52%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 101.71%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 101.00%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 99.50%, Memory: 1.495GiB / 251.5GiB
trusting_lederberg: CPU: 1500.42%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1493.56%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1370.00%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1428.68%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1475.52%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1450.68%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1469.47%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1483.96%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1464.24%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1429.79%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1542.96%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1523.80%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1448.04%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1532.00%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1521.90%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1505.05%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1537.94%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1509.78%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1480.17%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1513.02%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1434.26%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1356.86%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1434.95%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1394.00%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1417.86%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1386.04%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1485.91%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1514.40%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1520.49%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1419.31%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1477.56%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1457.39%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1468.86%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1486.34%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1503.50%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1524.40%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1301.17%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1520.71%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1477.53%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1512.72%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1524.17%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1402.04%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1495.32%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1473.97%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1417.42%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1541.48%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1423.16%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1456.16%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1441.62%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1448.00%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1473.75%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1442.82%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1534.50%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1422.79%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1503.51%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1518.28%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1468.41%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1482.30%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1463.01%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1454.88%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1465.26%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1501.54%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1504.58%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1497.97%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1512.05%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1440.17%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1516.11%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1569.77%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1537.49%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1526.38%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1428.82%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1516.53%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1460.15%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1522.74%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1428.91%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1503.63%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1473.61%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1496.85%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1493.79%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1471.22%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1463.17%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1493.60%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1472.15%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1513.76%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1542.38%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1520.24%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1453.88%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1450.84%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1506.78%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1419.83%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1475.73%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1465.52%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1493.63%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1476.15%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1472.87%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1476.02%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1517.40%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1462.63%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1486.54%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1487.83%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1480.52%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1503.52%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1425.01%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1520.31%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1542.82%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1440.51%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1584.13%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1491.94%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1305.51%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1461.16%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1528.28%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1469.74%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1490.47%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1437.58%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1440.74%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1422.58%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1482.39%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1500.18%, Memory: 1.497GiB / 251.5GiB
trusting_lederberg: CPU: 1430.18%, Memory: 1.497GiB / 251.5GiB
